legacy_path,legacy_sha256,openalex_id,doi,canonical_url,title,source_type,disposition,lifecycle,artifact_level,relevance_status,duplicate_of,output_path,reason
sources/arxiv/2011--environmental-dynamism-innovation-and-dynamic-capabilities-the-case-of-china--hao-jiao--w2091681150.md,0a720408c869750ddccc3dca04993d8cd6bd898c75da7b09524951c2b723a9f9,W2091681150,10.1108/17506201111131550,https://doi.org/10.1108/17506201111131550,"Environmental dynamism, innovation, and dynamic capabilities: the case of China",journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2011-05-31--environmental-dynamism-innovation-and-dynamic-capabilities-the-case-of-china--w2091681150.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2010--clarifying-the-conditions-and-limits-of-the-contributions-of-ordinary-and-dynamic-capabilities-to-re--paul-l-drnevich--w2091704485.md,9b08ef52ff22af5cbb574ba023f236a6e4231af9145516daa6724cff4d87031c,W2091704485,10.1002/smj.882,https://doi.org/10.1002/smj.882,Clarifying the conditions and limits of the contributions of ordinary and dynamic capabilities to relative firm performance,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2010-08-05--clarifying-the-conditions-and-limits-of-the-contributions-of-ordinary-and-dynamic-capabilities-to-re--w2091704485.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2013--customer-satisfaction-model-in-nano-food-products-using-by-customer-knowledge-management-ckm-approac--ali-farhadyar--w2092972183.md,e4f390fa1a4fcaee892376e9072d2b1b9088dba8aa0e186f46c8d0c392f22011,W2092972183,10.4028/www.scientific.net/ddf.334-335.26,https://doi.org/10.4028/www.scientific.net/ddf.334-335.26,Customer Satisfaction Model in Nano Food Products Using by Customer Knowledge Management (CKM) Approach,journal-article,irrelevant,rejected,abstract,irrelevant,,sources/academic/journal-article/rejected/2013-02-13--customer-satisfaction-model-in-nano-food-products-using-by-customer-knowledge-management-ckm-approac--w2092972183.md,Title describes a non-organizational topic or an incidental keyword collision.
sources/arxiv/2013--non-absorptive-benefits-of-absorptive-capacity--korcan-kavu-an--w2093465784.md,14fce76da4cffbe012577be641e1a274dc6b67173cee4f1bbe13787776522f0e,W2093465784,10.5465/ambpp.2013.13604abstract,https://doi.org/10.5465/ambpp.2013.13604abstract,Non-Absorptive Benefits of Absorptive Capacity,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2013-01-01--non-absorptive-benefits-of-absorptive-capacity--w2093465784.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2009--absorptive-capacity-one-size-fits-all-a-firm-level-analysis-of-absorptive-capacity-for-different-kin--tobias-schmidt--w2096545732.md,c97ddf91223ce5cd7b41ac4830c21c29b3f38070393ef3c7336dead93a6091f0,W2096545732,10.1002/mde.1423,https://doi.org/10.1002/mde.1423,Absorptive capacity—one size fits all? A firm‐level analysis of absorptive capacity for different kinds of knowledge,repository-preprint,accepted,accepted,abstract,relevant,,sources/academic/repository-preprint/accepted/2009-05-28--absorptive-capacity-one-size-fits-all-a-firm-level-analysis-of-absorptive-capacity-for-different-kin--w2096545732.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2015--the-applicability-of-grant-s-framework-in-the-dynamic-digital-age--mona-rashidirad--w2097751394.md,598d0f657873bb6237a635e22d57ac9b50326daa6270bd1b20fb14cf47829945,W2097751394,10.1108/ebr-03-2014-0023,https://doi.org/10.1108/ebr-03-2014-0023,The applicability of Grant’s framework in the dynamic digital age,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2015-10-06--the-applicability-of-grant-s-framework-in-the-dynamic-digital-age--w2097751394.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2012--gains-and-losses-from-international-trade-in-a-knowledge-driven-semi-endogenous-growth-model-with-he--katsufumi-fukuda--w2107592024.md,d982bb5b72c4ca4ec95fabbd8896ee0d9e8fb7b6dc0c16d0db8bf94e9e397375,W2107592024,10.1142/s2251361212500139,https://doi.org/10.1142/s2251361212500139,GAINS AND LOSSES FROM INTERNATIONAL TRADE IN A KNOWLEDGE-DRIVEN SEMI-ENDOGENOUS GROWTH MODEL WITH HETEROGENEOUS FIRMS,journal-article,irrelevant,rejected,abstract,irrelevant,,sources/academic/journal-article/rejected/2012-09-01--gains-and-losses-from-international-trade-in-a-knowledge-driven-semi-endogenous-growth-model-with-he--w2107592024.md,Title describes a non-organizational topic or an incidental keyword collision.
sources/arxiv/1990--absorptive-capacity-a-new-perspective-on-learning-and-innovation--wesley-m-cohen--w2108795964.md,9ac9518229ca09776840b5ec77e1e5860786fd4d14e4806d5dc21c1cd798fc6a,W2108795964,10.2307/2393553,https://doi.org/10.2307/2393553,Absorptive Capacity: A New Perspective on Learning and Innovation,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/1990-03-01--absorptive-capacity-a-new-perspective-on-learning-and-innovation--w2108795964.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2004--knowledge-transfer-among-face-to-face-information-systems-development-team-members-examining-the-rol--k-d-joshi--w2109597629.md,2490160d0e4c8e2ed3e97169aa8996f0d7fa522c44101eeb0576a6df7e5e7d82,W2109597629,10.1109/hicss.2004.1265596,https://doi.org/10.1109/hicss.2004.1265596,"Knowledge transfer among face-to-face information systems development team members: examining the role of knowledge, source, and relational context",conference-paper,accepted,accepted,abstract,relevant,,sources/academic/conference-paper/accepted/2004-01-01--knowledge-transfer-among-face-to-face-information-systems-development-team-members-examining-the-rol--w2109597629.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2006--boosting-enterprise-agility-via-it-knowledge-management-capabilities--noushin-ashrafi--w2113033875.md,c8d8ba5c9302cc4c4db7752725994c83b59789cf5387e310064573b2e5e53242,W2113033875,10.1109/hicss.2006.77,https://doi.org/10.1109/hicss.2006.77,Boosting Enterprise Agility via IT Knowledge Management Capabilities,conference-paper,accepted,accepted,abstract,relevant,,sources/academic/conference-paper/accepted/2006-01-01--boosting-enterprise-agility-via-it-knowledge-management-capabilities--w2113033875.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2012--the-impact-of-customer-knowledge-capability-and-relational-capability-on-new-service-development-per--rhay-hung-weng--w2114883614.md,1fa5280d56c9d78b846195d2500c19a12dbf81649cb4ac5852f8478e4bd50a48,W2114883614,10.1017/s1833367200000560,https://doi.org/10.1017/s1833367200000560,The impact of customer knowledge capability and relational capability on new service development performance: The case of health service,journal-article,irrelevant,rejected,abstract,irrelevant,,sources/academic/journal-article/rejected/2012-09-01--the-impact-of-customer-knowledge-capability-and-relational-capability-on-new-service-development-per--w2114883614.md,Available title/abstract does not directly connect organizational entities to a learning or improvement mechanism.
sources/arxiv/2002--absorptive-capacity-a-review-reconceptualization-and-extension--shaker-a-zahra--w2119652992.md,23115cab8a94c1f96fb0d2ecafa8e0c59545c449cdc8a93c8ae0a0cb694c8454,W2119652992,10.5465/amr.2002.6587995,https://doi.org/10.5465/amr.2002.6587995,"Absorptive Capacity: A Review, Reconceptualization, and Extension",journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2002-04-01--absorptive-capacity-a-review-reconceptualization-and-extension--w2119652992.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2009--absorptive-capacity-enhancing-the-absorption-of-information-technology--xinhua-bi--w2124969087.md,c86120df4fb02018389f0cd822331bb36c1787eca1626cdd8914a2df22236f09,W2124969087,10.1109/icmss.2009.5300911,https://doi.org/10.1109/icmss.2009.5300911,Absorptive Capacity: Enhancing the Absorption of Information Technology,conference-paper,accepted,accepted,abstract,relevant,,sources/academic/conference-paper/accepted/2009-09-01--absorptive-capacity-enhancing-the-absorption-of-information-technology--w2124969087.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2010--the-empirical-research-on-the-enterprise-knowledge-absorptive-capacity-of-the-dynamic-evolution-mode--qiao-penghua--w2127436640.md,2609de946ca8185e883e725920137deaef64a5f79abb6c09ae9eae4e4241698e,W2127436640,10.1109/iccasm.2010.5622837,https://doi.org/10.1109/iccasm.2010.5622837,The empirical research on the enterprise knowledge absorptive capacity of the dynamic evolution model,conference-paper,accepted,accepted,abstract,relevant,,sources/academic/conference-paper/accepted/2010-10-01--the-empirical-research-on-the-enterprise-knowledge-absorptive-capacity-of-the-dynamic-evolution-mode--w2127436640.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2011--dynamic-capabilities-and-their-indirect-impact-on-firm-performance--source--w2129650137.md,58aef1da30c1b0a69d1d015cb04bf324481c5dfdf060e14dac7ad4dcd176c32b,W2129650137,10.1093/icc/dtr049,https://doi.org/10.1093/icc/dtr049,Dynamic capabilities and their indirect impact on firm performance,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2011-08-31--dynamic-capabilities-and-their-indirect-impact-on-firm-performance--w2129650137.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2014--which-dynamic-capability-is-crucial-in-dynamic-settings-analyzing-marketing-r-d-and-manufacturing--till-von-den-driesch--w2130185540.md,413294bb3c4ff47680572eba01bee4ec06e0b025f69c155cdc05518677a3b98f,W2130185540,10.5465/ambpp.2014.12776abstract,https://doi.org/10.5465/ambpp.2014.12776abstract,"""Which Dynamic Capability is Crucial in Dynamic Settings? Analyzing Marketing, R&amp;D and Manufacturing""",journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2014-01-01--which-dynamic-capability-is-crucial-in-dynamic-settings-analyzing-marketing-r-amp-d-and-manufacturin--w2130185540.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2003--developing-a-firm-s-absorptive-capacity-with-strategic-orientation--weijun-zheng--w2139737633.md,a7cb6a161c7f5604909bdeeb83a2526c548f322392b09c9f7d64212c329d614a,W2139737633,,http://aisel.aisnet.org/amcis2003/343,Developing a Firm's Absorptive Capacity with Strategic Orientation,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2003-01-01--developing-a-firm-s-absorptive-capacity-with-strategic-orientation--w2139737633.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2005--sustained-knowledge-management-by-organizational-culture--birgit-lemken--w2144661394.md,60ea9c1cfc6b2827e918da02d9701be335879eaf58b9d378151ed5bb6198b47d,W2144661394,10.1109/hicss.2000.926701,https://doi.org/10.1109/hicss.2000.926701,Sustained knowledge management by organizational culture,conference-paper,accepted,accepted,abstract,relevant,,sources/academic/conference-paper/accepted/2005-08-25--sustained-knowledge-management-by-organizational-culture--w2144661394.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2014--fdi-inflows-transfer-of-knowledge-and-absorptive-capacity-the-case-of-mozambique--duarte-roberto-gonzalez--w2153358630.md,8aee52915959d0341744ef7f50ae530128dc93073c8f52f3c235e907972c1eca,W2153358630,10.5897/ajbm2013.7017,https://doi.org/10.5897/ajbm2013.7017,"FDI inflows, transfer of knowledge, and absorptive capacity: The case of Mozambique",journal-article,accepted,accepted,full_text,relevant,,sources/academic/journal-article/accepted/2014-01-07--fdi-inflows-transfer-of-knowledge-and-absorptive-capacity-the-case-of-mozambique--w2153358630.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2007--an-empirical-investigation-of-the-customer-knowledge-creation-impact-on-npd-performance--nassim-belbaly--w2160195859.md,368618b07affeecc9f5be39c5d9a7e8b21518fec5a12b8b6730ce37f66b9c118,W2160195859,10.1109/hicss.2007.64,https://doi.org/10.1109/hicss.2007.64,An Empirical Investigation of the Customer Knowledge Creation Impact on NPD Performance,conference-paper,accepted,accepted,abstract,relevant,,sources/academic/conference-paper/accepted/2007-01-01--an-empirical-investigation-of-the-customer-knowledge-creation-impact-on-npd-performance--w2160195859.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/1991--exploration-and-exploitation-in-organizational-learning--james-g-march--w2164284962.md,d6a03426f950d9335aeb3c9f94fe1f4be7727dc0539b2bb5a2984f1b071f8732,W2164284962,10.1287/orsc.2.1.71,https://doi.org/10.1287/orsc.2.1.71,Exploration and Exploitation in Organizational Learning,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/1991-02-01--exploration-and-exploitation-in-organizational-learning--w2164284962.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2011--linking-properties-of-knowledge-with-innovation-performance-the-moderate-role-of-absorptive-capacity--changfeng-wang--w2166318386.md,d796d5e8418f9ab579b498b918261b70371c9f37f3e5f300e3cca84778fbdcc8,W2166318386,10.1108/13673271111174339,https://doi.org/10.1108/13673271111174339,Linking properties of knowledge with innovation performance: the moderate role of absorptive capacity,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2011-08-27--linking-properties-of-knowledge-with-innovation-performance-the-moderate-role-of-absorptive-capacity--w2166318386.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2011--review-and-extension-on-ambidexterity-a-theoretical-model-integrating-networks-and-absorptive-capaci--avimanyu-datta--w2168129067.md,e2dddc0ea67376cd3785dc820b6d74d159cc764d0788a04f1f41526685efb38b,W2168129067,10.5430/jms.v2n1p2,https://doi.org/10.5430/jms.v2n1p2,Review and Extension on Ambidexterity: A Theoretical Model Integrating Networks and Absorptive Capacity,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2011-03-23--review-and-extension-on-ambidexterity-a-theoretical-model-integrating-networks-and-absorptive-capaci--w2168129067.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/1996--exploring-internal-stickiness-impediments-to-the-transfer-of-best-practice-within-the-firm--gabriel-szulanski--w2172157658.md,44267e7cbaa252120fc582ff8751c40aa84f7ac2366e49078b5d3eba3351875c,W2172157658,10.1002/smj.4250171105,https://doi.org/10.1002/smj.4250171105,Exploring internal stickiness: Impediments to the transfer of best practice within the firm,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/1996-12-01--exploring-internal-stickiness-impediments-to-the-transfer-of-best-practice-within-the-firm--w2172157658.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2005--what-determines-absorptive-capacity--tobias-schmidt--w2183320229.md,b36513ea6d836d550b5d90979d59dcdb0ab664d122233225dcdd3006fd407857,W2183320229,,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.583.5795,What Determines Absorptive Capacity,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2005-01-01--what-determines-absorptive-capacity--w2183320229.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2012--dynamic-capabilities-talent-development-and-firm-performance--james-gathungu--w2186642170.md,3d98ceba61ad3f68081c7a43ec36ac532f183daa67607efad3938dcd6fe5ec1d,W2186642170,,http://chss.uonbi.ac.ke/sites/default/files/chss/1057-3855-2-PB.pdf,"Dynamic Capabilities, Talent Development and Firm Performance",journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2012-01-01--dynamic-capabilities-talent-development-and-firm-performance--w2186642170.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2015--an-empirical-study-on-the-impact-of-knowledge-absorptive-capacity-on-service-innovation-performance--xiao-zhixiong--w2216740627.md,e9902089cbc434b5c841c462b5bfa469207851ff2eb6c1e7620f521dfca8ec31,W2216740627,10.1109/liss.2015.7369749,https://doi.org/10.1109/liss.2015.7369749,An empirical study on the impact of knowledge absorptive capacity on service innovation performance,conference-paper,accepted,accepted,abstract,relevant,,sources/academic/conference-paper/accepted/2015-07-01--an-empirical-study-on-the-impact-of-knowledge-absorptive-capacity-on-service-innovation-performance--w2216740627.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2016--exploring-causes-taxonomies-mechanisms-and-barriers-influencing-knowledge-transfer--sheikh-shamim-hasnain--w2228585107.md,03009b9a3253f64930859b0273b29b37abd5d29a0009a90a1b5c96759be0c8fe,W2228585107,10.4018/irmj.2016010103,https://doi.org/10.4018/irmj.2016010103,"Exploring Causes, Taxonomies, Mechanisms and Barriers Influencing Knowledge Transfer",journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2016-01-01--exploring-causes-taxonomies-mechanisms-and-barriers-influencing-knowledge-transfer--w2228585107.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2008--virtual-networks-as-enablers-of-knowledge-absorptive-capacity-development--c-sar-camis-n-zornoza--w2247552713.md,64055ddce6e62e38bc0593987b8119ae63ebb25f408a6cb6137aae42a9265b4a,W2247552713,,https://dialnet.unirioja.es/descarga/articulo/2710867.pdf,Virtual networks as enablers of knowledge absorptive capacity development,repository-preprint,accepted,accepted,abstract,relevant,,sources/academic/repository-preprint/accepted/2008-01-01--virtual-networks-as-enablers-of-knowledge-absorptive-capacity-development--w2247552713.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2012--absorptive-capability-and-competitive-advantage-some-insights-from-indian-pharmaceutical-industry--jyoti-sharma--w2250236342.md,f72912c93d70a8e21c8dc125c9923b2efd60c9468ea6b26539e7962401074154,W2250236342,,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.941.3971,Absorptive Capability and Competitive Advantage: Some Insights from Indian Pharmaceutical Industry,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2012-07-01--absorptive-capability-and-competitive-advantage-some-insights-from-indian-pharmaceutical-industry--w2250236342.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2013--innovation-management-and-technological-capabilities-as-a-source-of-competitive-advantage--matej-lahovnik--w2252777709.md,215325292af6c847f16d5f4f23c941391d89576c4ff95b4f2378efb24bcb997b,W2252777709,,https://openalex.org/W2252777709,Innovation Management and Technological Capabilities as a Source of Competitive Advantage,repository-preprint,accepted,accepted,abstract,relevant,,sources/academic/repository-preprint/accepted/2013-01-01--innovation-management-and-technological-capabilities-as-a-source-of-competitive-advantage--w2252777709.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2009--absorptive-capacity-and-the-innovation-value-chain-some-empirical-evidence--anna-comacchio--w2279454972.md,7f3ccd1d1f80d7f4d31e55d5bca919595d7bff6a96cda9d30b7c6281fb8e3513,W2279454972,,http://hdl.handle.net/10278/22114,Absorptive capacity and the innovation value chain: some empirical evidence,conference-paper,accepted,accepted,metadata_only,relevant,,sources/academic/conference-paper/accepted/2009-01-01--absorptive-capacity-and-the-innovation-value-chain-some-empirical-evidence--w2279454972.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2006--factors-affecting-knowledge-transfer-and-absorptive-capacity-in-multinational-corporations--yee-yin-choong--w22840974.md,4e2f8da7ad4f9b77f0f70dabb47a55816db6b9ec02d504550052605cb1b40d7c,W22840974,10.1016/j.ajog.2012.06.051,https://doi.org/10.1016/j.ajog.2012.06.051,Factors affecting knowledge transfer and absorptive capacity in multinational corporations,conference-paper,accepted,accepted,abstract,relevant,,sources/academic/conference-paper/accepted/2006-06-06--factors-affecting-knowledge-transfer-and-absorptive-capacity-in-multinational-corporations--w22840974.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2016--absorptive-capacity-and-firm-performance-an-integrative-framework-of-benefits-and-downsides--ulrich-lichtenthaler--w2291105470.md,91e6dc389a64b5029c8ae55c51a1868955ea3fd4ec2b0cf8859d64cee12aed2a,W2291105470,10.1080/09537325.2015.1131258,https://doi.org/10.1080/09537325.2015.1131258,Absorptive capacity and firm performance: an integrative framework of benefits and downsides,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2016-01-08--absorptive-capacity-and-firm-performance-an-integrative-framework-of-benefits-and-downsides--w2291105470.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2011--enhancing-the-innovation-outcomes-of-absorptive-capacity-in-the-organization-a-conceptual-framework--zeinolabedin-rahmani--w2304811421.md,726efd3043f1ac401a1b04565f6e0c6c9e16b54b0c39ae7f364d0e536e6e2b75,W2304811421,,http://ijimt.org/papers/171-T10035.pdf,Enhancing the Innovation Outcomes of Absorptive Capacity in the Organization: A Conceptual Framework,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2011-01-01--enhancing-the-innovation-outcomes-of-absorptive-capacity-in-the-organization-a-conceptual-framework--w2304811421.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2015--the-effect-of-openness-and-absorptive-capacity-of-leading-firms-on-innovation-performance-a-perspect--bing-sun--w2316083084.md,ba7a3b18b1b757ab17ad645677e36c96bcbfc17a826ce51d253d9a95cd49137d,W2316083084,10.14257/ijunesst.2015.8.12.14,https://doi.org/10.14257/ijunesst.2015.8.12.14,The Effect of Openness and Absorptive Capacity of Leading Firms on Innovation Performance: A Perspective of Innovation Ecosystem,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2015-12-31--the-effect-of-openness-and-absorptive-capacity-of-leading-firms-on-innovation-performance-a-perspect--w2316083084.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2016--how-technology-import-improves-the-enterprise-s-innovation-capacity-the-mediating-role-of-absorptive--zhengqun-zhan--w2319564280.md,f489a3bf6f13b6c1cde74f957ac4ce8203abab4769daa786287876923bca3392,W2319564280,10.2991/hss-26.2016.118,https://doi.org/10.2991/hss-26.2016.118,How Technology Import Improves the Enterprise's Innovation Capacity: The Mediating Role of Absorptive Capacity,conference-paper,accepted,accepted,abstract,relevant,,sources/academic/conference-paper/accepted/2016-01-01--how-technology-import-improves-the-enterprise-s-innovation-capacity-the-mediating-role-of-absorptive--w2319564280.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2014--antecedents-and-consequences-of-absorptive-capacity-development-through-basic-science-investments--ramin-vandaie--w2326350366.md,f73e96395463aed49a5fb9780974d7f930dda7bc9165107b2320448ffc59b736,W2326350366,10.5465/ambpp.2014.11006abstract,https://doi.org/10.5465/ambpp.2014.11006abstract,Antecedents and Consequences of Absorptive Capacity Development through Basic Science Investments,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2014-01-01--antecedents-and-consequences-of-absorptive-capacity-development-through-basic-science-investments--w2326350366.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2013--the-impact-of-absorptive-capacity-on-construction-innovation-performance-network-perspective--qi-wang--w2327025638.md,ba2571c95de90073d03b646f3879332bf146b70b714f5430b168a8e7af0887d6,W2327025638,10.1061/9780784413135.029,https://doi.org/10.1061/9780784413135.029,The Impact of Absorptive Capacity on Construction Innovation Performance: Network Perspective,conference-paper,accepted,accepted,abstract,relevant,,sources/academic/conference-paper/accepted/2013-10-07--the-impact-of-absorptive-capacity-on-construction-innovation-performance-network-perspective--w2327025638.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2015--exploratory-research-on-the-dynamic-capabilities-of-leading-firms-research-framework-building--byungjoo-paek--w2332902499.md,12b0a815059944250ccb18d103410a91bcadcdd2567c0743d4eb4a2ff9b7dabf,W2332902499,10.5762/kais.2015.16.12.8262,https://doi.org/10.5762/kais.2015.16.12.8262,Exploratory research on the dynamic capabilities of leading firms: Research framework building,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2015-12-31--exploratory-research-on-the-dynamic-capabilities-of-leading-firms-research-framework-building--w2332902499.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2013--strategic-decision-making-and-the-rationale-for-economizing-strategizing-choices--isaac-wanasika--w2334087974.md,94393d058e089ce572a114285c5702d0cbac70bea7de7b12d92641addc970ebd,W2334087974,10.5465/ambpp.2013.10336abstract,https://doi.org/10.5465/ambpp.2013.10336abstract,Strategic decision-making and the rationale for economizing-strategizing choices.,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2013-01-01--strategic-decision-making-and-the-rationale-for-economizing-strategizing-choices--w2334087974.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
sources/arxiv/2008--the-empirical-research-on-the-impact-factors-of-the-absorptive-capacity-of-enterprise--kun-cui--w2348829882.md,92ebff28b19dffa093bb0b49b8f2baae6fad5c6f19a5185a9d21edccc9e9da01,W2348829882,,https://en.cnki.com.cn/Article_en/CJFDTOTAL-HRBG200801025.htm,The Empirical Research on the Impact Factors of the Absorptive Capacity of Enterprise,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2008-01-01--the-empirical-research-on-the-impact-factors-of-the-absorptive-capacity-of-enterprise--w2348829882.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2010--a-review-on-the-theory-of-absorptive-capacity--fan-zhao-bin--w2349364486.md,237d6a0a2f2ed1ba8ca5477bccbfb86d53a382a2f9d60933067f860ce92dea29,W2349364486,,https://en.cnki.com.cn/Article_en/CJFDTOTAL-WLYF201011016.htm,A Review on the Theory of Absorptive Capacity,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2010-01-01--a-review-on-the-theory-of-absorptive-capacity--w2349364486.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2009--the-relationship-of-the-intellectual-capital-and-technology-innovation-taking-absorptive-capacity-as--zhang-xue-hua--w2349869695.md,79df42af350393bed8a41fee7be0765d51487b5429bb9aececc3afdc5d6b70f7,W2349869695,,https://en.cnki.com.cn/Article_en/CJFDTOTAL-XUXI200903017.htm,The Relationship of the Intellectual Capital and Technology Innovation——Taking Absorptive Capacity as Moderator,journal-article,accepted,accepted,abstract,relevant,,sources/academic/journal-article/accepted/2009-01-01--the-relationship-of-the-intellectual-capital-and-technology-innovation-taking-absorptive-capacity-as--w2349869695.md,"Title directly studies absorptive capacity, an established organizational learning and knowledge-conversion construct."
sources/arxiv/2014--information-technology-and-organizational-learning-in-knowledge-alliances-and-networks-evidence-from--john-qi-dong--w2350547853.md,0806262c62ea2dafa2541e1c93dae133bcd412c26891c0fde30942d02b9365d1,W2350547853,10.1016/j.im.2014.10.010,https://doi.org/10.1016/j.im.2014.10.010,Information technology and organizational learning in knowledge alliances and networks: Evidence from U.S. pharmaceutical industry,journal-article,accepted,accepted,metadata_only,relevant,,sources/academic/journal-article/accepted/2014-11-05--information-technology-and-organizational-learning-in-knowledge-alliances-and-networks-evidence-from--w2350547853.md,"Title/abstract directly connects an organizational unit or business context with learning, knowledge, adaptation, innovation, or improvement."
