video_id,title,channel,source_url,duration_seconds,upload_date,transcript_method,transcript_path,raw_path,transcript_sha256,relevance_categories,rights_note
3m5r6HIdzEg,What Are Continuous Improvement Feedback Loops For Projects?,Consulting Career Hub,https://www.youtube.com/watch?v=3m5r6HIdzEg,209,20251202,groq-whisper-asr,transcripts/youtube/2025-12-02--what-are-continuous-improvement-feedback-loops-for-projects--consulting-career-hub--3m5r6HIdzEg.md,raw/youtube/2025-12-02--what-are-continuous-improvement-feedback-loops-for-projects--consulting-career-hub--3m5r6HIdzEg,891802827411422fc08c549f2a31bd13fce688a043c2e4038362185e07d88985,continuous-improvement|feedback-systems|organizational-memory,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
ayjnY1g6XLo,Ramp Bill Pay Series: AP Agent,Ramp,https://www.youtube.com/watch?v=ayjnY1g6XLo,163,20251204,groq-whisper-asr,transcripts/youtube/2025-12-04--ramp-bill-pay-series-ap-agent--ramp--ayjnY1g6XLo.md,raw/youtube/2025-12-04--ramp-bill-pay-series-ap-agent--ramp--ayjnY1g6XLo,c10886e445142e90e95684866f68fc8fbd3e2f400d9ebc7e66d6629c19c01002,agent-operations|named-lanes,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
wdZSq2XZ0Yg,“The Use Case No One Is Talking About: Organizational Memory”,FulcrumDigital,https://www.youtube.com/watch?v=wdZSq2XZ0Yg,92,20251230,groq-whisper-asr,transcripts/youtube/2025-12-30--the-use-case-no-one-is-talking-about-organizational-memory--fulcrumdigital--wdZSq2XZ0Yg.md,raw/youtube/2025-12-30--the-use-case-no-one-is-talking-about-organizational-memory--fulcrumdigital--wdZSq2XZ0Yg,823c4cb5fa3f99f23c09a7d6a80eee74f9d2d78cfea05c15cd5261bece2d4486,organizational-memory,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
Dq9-WUeZD0w,Introducing Ramp's Policy Agent,Ramp,https://www.youtube.com/watch?v=Dq9-WUeZD0w,123,20260112,groq-whisper-asr,transcripts/youtube/2026-01-12--introducing-ramp-s-policy-agent--ramp--Dq9-WUeZD0w.md,raw/youtube/2026-01-12--introducing-ramp-s-policy-agent--ramp--Dq9-WUeZD0w,93f3d2ebf8f242c0228d16e34fadbfb1a196276c7a95104c78a43ba1aaef9842,named-lanes,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
vmbBnL6zVmw,Meet Ramp's Accounting Agent,Ramp,https://www.youtube.com/watch?v=vmbBnL6zVmw,91,20260212,groq-whisper-asr,transcripts/youtube/2026-02-12--meet-ramp-s-accounting-agent--ramp--vmbBnL6zVmw.md,raw/youtube/2026-02-12--meet-ramp-s-accounting-agent--ramp--vmbBnL6zVmw,1eed423a826d409b2e5bd155ad455a39d373edbcd745702f9138f27c169c332c,named-lanes,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
t8rye2lRB3o,Ramp Accounting Series: Accounting Agent,Ramp,https://www.youtube.com/watch?v=t8rye2lRB3o,249,20260212,groq-whisper-asr,transcripts/youtube/2026-02-12--ramp-accounting-series-accounting-agent--ramp--t8rye2lRB3o.md,raw/youtube/2026-02-12--ramp-accounting-series-accounting-agent--ramp--t8rye2lRB3o,06678f6c5cabd81bc1b4f3021910f7b48d5eb12b75ca2ad21bdc4d930d44ac72,named-lanes,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
UxDmHwiWhG0,Inside Ramp’s Custom Agent Operating System,Notion,https://www.youtube.com/watch?v=UxDmHwiWhG0,120,20260224,groq-whisper-asr,transcripts/youtube/2026-02-24--inside-ramp-s-custom-agent-operating-system--notion--UxDmHwiWhG0.md,raw/youtube/2026-02-24--inside-ramp-s-custom-agent-operating-system--notion--UxDmHwiWhG0,3c912c6e5436c5ac1dca593fc50c2e51b092fa0decf0bf27aaaa721c34df3884,agent-operations|named-lanes,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
7po3hiHqBLE,A Second Brain Becomes Your Corporate Memory,Victor J Menasce,https://www.youtube.com/watch?v=7po3hiHqBLE,304,20260309,groq-whisper-asr,transcripts/youtube/2026-03-09--a-second-brain-becomes-your-corporate-memory--victor-j-menasce--7po3hiHqBLE.md,raw/youtube/2026-03-09--a-second-brain-becomes-your-corporate-memory--victor-j-menasce--7po3hiHqBLE,402b6b6a710a008066c3d5241c4676dfd89ea7b2feaa018ee7a9faa7c14b50a1,organizational-memory,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
KEX8vEryYto,AIA Intelligence: What If HERMÈS Had Its Own AI?,AIA,https://www.youtube.com/watch?v=KEX8vEryYto,348,20260420,groq-whisper-asr,transcripts/youtube/2026-04-20--aia-intelligence-what-if-herm-s-had-its-own-ai--aia--KEX8vEryYto.md,raw/youtube/2026-04-20--aia-intelligence-what-if-herm-s-had-its-own-ai--aia--KEX8vEryYto,86d2c73878b7e3b702d575f5209814103d05e9a0018da8a93594a9efea17b6a8,organizational-memory,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
EN7frwQIbKc,How To Build A Company With AI From The Ground Up,Y Combinator,https://youtu.be/EN7frwQIbKc,627,20260424,legacy-youtube-captions,transcripts/youtube/2026-04-24--how-to-build-a-company-with-ai-from-the-ground-up--y-combinator--EN7frwQIbKc.md,raw/youtube/2026-04-24--how-to-build-a-company-with-ai-from-the-ground-up--y-combinator--EN7frwQIbKc,c9ed217e29e044ded4bc9ee711b8e698f2ff8a514a7c605317adca7c38bb0df0,feedback-systems|ai-native-company|agent-operations,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
57lDpTwiW6g,Tokenmaxxing: How Top Builders Use AI To Do The Work Of 400 Engineers,Y Combinator,https://youtu.be/57lDpTwiW6g,2489,20260508,legacy-youtube-captions,transcripts/youtube/2026-05-08--tokenmaxxing-how-top-builders-use-ai-to-do-the-work-of-400-engineers--y-combinator--57lDpTwiW6g.md,raw/youtube/2026-05-08--tokenmaxxing-how-top-builders-use-ai-to-do-the-work-of-400-engineers--y-combinator--57lDpTwiW6g,7b3cdf18f319729fcfaa1319caed727632800c1a8a09ed233ab4c15769c7b9d8,agent-operations|named-lanes,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
Ns8rBRUrxnY,"Agentic Mesh in the Enterprise: What It Is, and Where We Actually Are",Sullivan & Stanley,https://www.youtube.com/watch?v=Ns8rBRUrxnY,367,20260519,groq-whisper-asr,transcripts/youtube/2026-05-19--agentic-mesh-in-the-enterprise-what-it-is-and-where-we-actually-are--sullivan-and-stanley--Ns8rBRUrxnY.md,raw/youtube/2026-05-19--agentic-mesh-in-the-enterprise-what-it-is-and-where-we-actually-are--sullivan-and-stanley--Ns8rBRUrxnY,9ad40265df2aaef3b1312f43659a6e92c196c0940c9ccfbb214b5692157cc82d,agent-operations,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
X_JsIHUfUjc,How to Build a Self-Improving Company with AI,Y Combinator,https://youtu.be/X_JsIHUfUjc,808,20260521,legacy-youtube-captions,transcripts/youtube/2026-05-21--how-to-build-a-self-improving-company-with-ai--y-combinator--X_JsIHUfUjc.md,raw/youtube/2026-05-21--how-to-build-a-self-improving-company-with-ai--y-combinator--X_JsIHUfUjc,e27d9520cca1773786aea0ff30a96ee1ba8f59b306322eff7aea5d222d81a539,ai-native-company|organizational-memory|agent-operations,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
I9c8STV7Hnw,The New Era of Jobs: Organizational Singularity | EP #258,Peter H. Diamandis,https://www.youtube.com/watch?v=I9c8STV7Hnw,3709,20260526,groq-whisper-large-v3-turbo,transcripts/youtube/2026-05-26--the-new-era-of-jobs-organizational-singularity-ep-258--peter-h-diamandis--I9c8STV7Hnw.md,raw/youtube/2026-05-26--the-new-era-of-jobs-organizational-singularity-ep-258--peter-h-diamandis--I9c8STV7Hnw,f2ff578e752e5da4c308784986bc8f7b799b90c6c024099b0f2399b145174267,continuous-improvement|feedback-systems|ai-native-company|agent-operations,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
B246K_G7mHU,Inside YC's AI Playbook,Y Combinator,https://youtu.be/B246K_G7mHU,2790,20260527,legacy-youtube-captions,transcripts/youtube/2026-05-27--inside-yc-s-ai-playbook--y-combinator--B246K_G7mHU.md,raw/youtube/2026-05-27--inside-yc-s-ai-playbook--y-combinator--B246K_G7mHU,f972bf29c1ac63b3cd3bd72c39662c8a5950f5aca770f61741b245fdfa8b760f,ai-native-company|agent-operations|named-lanes,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
WKXmbMpg2l8,Preparing Enterprise Architectures for the Agentic AI Era,Boston Consulting Group,https://www.youtube.com/watch?v=WKXmbMpg2l8,269,20260527,groq-whisper-asr,transcripts/youtube/2026-05-27--preparing-enterprise-architectures-for-the-agentic-ai-era--boston-consulting-group--WKXmbMpg2l8.md,raw/youtube/2026-05-27--preparing-enterprise-architectures-for-the-agentic-ai-era--boston-consulting-group--WKXmbMpg2l8,b4175bcf69c9eed1cc426290d43350e16544462eb55287be8982ac42fefebb30,agent-operations,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
mPAHvz8kW24,The Most AI-Pilled CEO We Know,Y Combinator,https://youtu.be/mPAHvz8kW24,3247,20260610,legacy-youtube-captions,transcripts/youtube/2026-06-10--the-most-ai-pilled-ceo-we-know--y-combinator--mPAHvz8kW24.md,raw/youtube/2026-06-10--the-most-ai-pilled-ceo-we-know--y-combinator--mPAHvz8kW24,4f94d18d463132772ada8a629271843ad5080086a6c449075536d2f439957046,ai-native-company|agent-operations|named-lanes,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
0rOTbUv8LAo,The Future of Enterprise: Agentic AI Explained | Armour1x TV | Episode 1,Armour1x TV,https://www.youtube.com/watch?v=0rOTbUv8LAo,92,20260701,groq-whisper-asr,transcripts/youtube/2026-07-01--the-future-of-enterprise-agentic-ai-explained-armour1x-tv-episode-1--armour1x-tv--0rOTbUv8LAo.md,raw/youtube/2026-07-01--the-future-of-enterprise-agentic-ai-explained-armour1x-tv-episode-1--armour1x-tv--0rOTbUv8LAo,b1874c550403503bfd463afae930127b8babf55931b4da7bb7d0bfff46fc2c5f,agent-operations,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
Ds5mgCiZqNk,I Built an AI “Second Brain” That Remembers My Entire Business,David Ursino,https://www.youtube.com/watch?v=Ds5mgCiZqNk,143,20260702,groq-whisper-asr,transcripts/youtube/2026-07-02--i-built-an-ai-second-brain-that-remembers-my-entire-business--david-ursino--Ds5mgCiZqNk.md,raw/youtube/2026-07-02--i-built-an-ai-second-brain-that-remembers-my-entire-business--david-ursino--Ds5mgCiZqNk,9a3cbbbe5deb153a4df90bfda6062e9d417f264ff19d96d914af44809880d962,organizational-memory|agent-operations,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
